site,year,npp,ppt
hop,1953,224,1033.78
hop,1954,202,944.88
hop,1955,101,599.44
hop,1956,135,1282.7
hop,1957,146,744.22
hop,1958,314,1534.16
hop,1959,191,647.7
hop,1960,191,711.2
hop,1961,247,779.78
hop,1962,146,789.94
hop,1963,314,1023.62
hop,1964,381,619.76
hop,1965,291,1092.2
hop,1966,235,777.24
hop,1967,291,1043.94
hop,1968,247,789.94
