site,year,npp,ppt
mnt,1984,429.7,685
mnt,1985,318.1,588
mnt,1986,268.9,467
mnt,1987,261.3,580
mnt,1988,238.2,503
mnt,1989,276.2,427
mnt,1990,357,832.1
mnt,1991,237,656.4
mnt,1992,203.7,809.9
mnt,1993,249,539
mnt,1994,439.1,569.9
