site,year,npp,ppt
SEV_cre,1999,47,200.1
SEV_cre,2000,51,253.8
SEV_cre,2001,66.1,245.4
SEV_cre,2002,67.7,225.9
SEV_cre,2003,26.2,140.3
SEV_cre,2004,80,323
SEV_cre,2005,72,283.5
SEV_cre,2006,101,345.3
SEV_cre,2007,78.5,252.9
SEV_cre,2008,71.2,272.7
SEV_cre,2009,57,244.9
SEV_cre,2010,71.1,205.4
SEV_cre,2011,36.6,152.8
SEV_cre,2012,20.1,143.4
SEV_cre,2013,68,159.3
