site,year,npp,ppt
tmg3,1981,141.2,412.2
tmg3,1982,52.4,174
tmg3,1983,102.03,390.6
tmg3,1984,159.33,399.3
tmg3,1985,199.65,448.1
tmg3,1986,168.99,470.3
tmg3,1987,156.74,407.4
tmg3,1988,233.01,552.1
tmg3,1989,166.98,358.3
tmg3,1990,238.76,497.1
