site,year,npp,ppt
SEV_blue,2002,113,261.5
SEV_blue,2003,16.3,148.4
SEV_blue,2004,145.3,320.5
SEV_blue,2005,63.4,290.1
SEV_blue,2006,97.4,293.1
SEV_blue,2007,101.61,292.3
SEV_blue,2008,46.7,208.9
SEV_blue,2009,36.7,225.3
SEV_blue,2010,51,247.8
SEV_blue,2011,10.5,158.7
SEV_blue,2012,18.6,145.8
SEV_blue,2013,18.9,38.4
