site,year,npp,ppt
ewe,1984,188.8,425.6
ewe,1985,220.3,346.9
ewe,1986,200,180
ewe,1987,141.5,247
ewe,1988,257.4,405.1
ewe,1989,189.7,391.4
ewe,1990,270,494.2
ewe,1991,281.3,367.3
ewe,1992,292,332.3
ewe,1993,314,356.5
ewe,1994,291.6,349.9
ewe,1995,266,281.3
