site,year,npp,ppt
uku_D1,1951,297.5,508.3
uku_D1,1952,257.7,557.1
uku_D1,1953,320.5,525.7
uku_D1,1954,429,708
uku_D1,1955,314,642.2
uku_D1,1956,282,665.2
uku_D1,1957,329.8,577.8
uku_D1,1958,261.4,748.2
uku_D1,1959,107.1,438.1
uku_D1,1960,229.3,681.8
uku_D1,1961,299.8,589.8
uku_D1,1962,224.3,530.3
uku_D1,1963,120.3,436.5
uku_D1,1964,244.8,557.4
uku_D1,1965,192,547.9
uku_D1,1966,240.4,476.5
uku_D1,1967,310,540.4
uku_D1,1968,159.3,494.7
