site,year,npp,ppt
kbs,1996,461.8135,693.6
kbs,1997,582.66,775.8
kbs,1998,675.8215,722.7
kbs,1999,471.208,608
kbs,2000,801.061,937.5
kbs,2001,670.538,1032.5
kbs,2002,583.2625,731.6
kbs,2003,750.9345,908.5
kbs,2004,873.9295,959.1
kbs,2005,796.417,700.3
kbs,2006,805.0085,1156.2
kbs,2007,569.047,905.9
kbs,2008,709.51,1156
kbs,2009,610.75,900.8
kbs,2010,541.649,886.4
