site,year,npp,ppt
blo,1978,95.0,565.4
blo,1979,64.2,310.5
blo,1980,69.4,470.0
blo,1981,190.5,728.4
blo,1982,226.6,673.9
blo,1983,54.1,335.5
blo,1984,50.7,428.4
blo,1985,70.3,395.6
blo,1986,48.8,342.0
blo,1987,34.6,311.0
blo,1988,142.7,1014.3
blo,1989,204.0,720.8
blo,1990,181.1,598.0
blo,1991,145.3,520.2
blo,1992,103.8,455.9
blo,1993,60.0,419.4
blo,1994,242.2,848.6
blo,1995,135.9,415.7
blo,1996,269.2,598.6
