site,year,npp,ppt
HBG,2002,442.14,495.9
HBG,2003,404.35,489.55
HBG,2004,371.41,539.4
HBG,2005,427.38,448.4
HBG,2006,380.68,565.2
HBG,2007,349.26,510
HBG,2008,355.87,429.9
HBG,2009,411.54,494.6
HBG,2010,437.79,493.3
HBG,2011,397.11,524.4
