site,year,npp,ppt
xln,1982,265.8,283.2
xln,1983,129.2,291.9
xln,1984,214.7,311.3
xln,1985,196.6,302.1
xln,1986,198.6,425.4
xln,1987,221.4,331.4
xln,1988,246.9,319.8
xln,1989,149.2,287.1
xln,1990,202.7,450.3
xln,1991,196.1,374.2
xln,1992,230.6,455
xln,1993,245.3,363.3
xln,1994,193.7,306.6
