site,year,npp,ppt
tmg2,1981,129.01,412.2
tmg2,1982,46.07,174
tmg2,1983,96.07,390.6
tmg2,1984,146.07,399.3
tmg2,1985,190.76,448.1
tmg2,1986,158.98,470.3
tmg2,1987,148.76,407.4
tmg2,1988,223.05,552.1
tmg2,1989,160.03,358.3
tmg2,1990,221.43,497.1
