site,year,npp,ppt
uku_C3,1951,223.24,508.3
uku_C3,1952,226.8,557.1
uku_C3,1953,226.01,525.7
uku_C3,1954,343.43,708
uku_C3,1955,284.63,642.2
uku_C3,1956,373.97,665.2
uku_C3,1957,409.77,577.8
uku_C3,1958,318.44,748.2
uku_C3,1959,74.85,438.1
uku_C3,1960,291.09,681.8
uku_C3,1961,256.08,589.8
uku_C3,1962,211.16,530.3
uku_C3,1963,92.9,436.5
uku_C3,1964,211.59,557.4
uku_C3,1965,189.49,547.9
uku_C3,1966,315.6,476.5
uku_C3,1967,295.98,540.4
