site,year,npp,ppt
SGS_ESA1,1992,170.4,359
SGS_ESA1,1993,71.12,390.7
SGS_ESA1,1994,80.28,255.9
SGS_ESA1,1995,85.71,432.6
SGS_ESA1,1996,86.11,390.9
SGS_ESA1,1997,119.85,557.3
SGS_ESA1,1998,101.48,330.8
SGS_ESA1,1999,132.14,513.1
SGS_ESA1,2000,52.7,228.5
SGS_ESA1,2001,80.08,243
SGS_ESA1,2002,17.79,263
SGS_ESA1,2003,77.52,375
SGS_ESA1,2004,62.15,276
SGS_ESA1,2005,92.37,269
SGS_ESA1,2006,30.17,325
SGS_ESA1,2007,76.75,262
