site,year,npp,ppt
PSA,1983,21.4,55
PSA,1984,64.7,191
PSA,1985,75.4,142
PSA,1986,63.5,166
PSA,1987,NA,NA
PSA,1988,60.3,105
PSA,1990,NA,125
PSA,1991,NA,170
PSA,1992,NA,195
PSA,1993,57,126
PSA,1994,55.1,208
PSA,1995,58.8,163
PSA,1996,42.6,113
PSA,1997,63.7,276
PSA,1998,71.517,164
PSA,1999,50.695,100
PSA,2000,77.594,164
PSA,2001,47.996,161
PSA,2002,101.23,219
PSA,2003,52.4,288
