site,year,npp,ppt
man,1923,27.68,235.5
man,1924,73.08,227.3
man,1925,23.76,264.4
man,1926,3.25,162.8
man,1927,70.39,325.6
man,1928,31.16,306.8
man,1929,19.28,172.2
man,1930,15.36,176.3
man,1931,26.00,213.4
man,1932,70.61,259.1
man,1933,6.61,163.3
man,1934,4.15,132.8
man,1941,47.19,330.2
man,1942,115.90,318.8
man,1943,111.86,333.0
man,1944,77.56,281.4
