site,year,npp,ppt
dub,1936,60.82,224.28
dub,1937,90.71,232.66
dub,1938,119.42,304.04
dub,1939,96.79,291.08
dub,1940,102.65,261.62
dub,1941,108.59,402.84
dub,1942,105.59,320.8
dub,1947,79.85,282.45
dub,1949,84.23,280.42
dub,1950,91.02,263.14
dub,1952,106.76,338.07
dub,1953,95.82,274.57
dub,1954,54.79,200.66
