site,year,npp,ppt
hai,1980,296.7,529.3
hai,1981,296.8,500
hai,1982,237.3,455.7
hai,1983,430,529.8
hai,1984,403.2,486.3
hai,1985,307.8,824.5
hai,1986,390.1,674.2
hai,1987,306.4,619.3
hai,1988,360.3,773.1
hai,1989,414.1,840.4
hai,1990,336.4,520.2
hai,1991,305,425.3
hai,1992,325,562.7
hai,1993,352,506.4
