site,year,npp,ppt
zhe,1982,89.51,367
zhe,1983,53.33,355.9
zhe,1984,138.18,403
zhe,1985,170.71,433.9
zhe,1986,152.41,347.4
zhe,1987,171,293.6
zhe,1988,195.2,350.8
zhe,1989,88.2,244
zhe,1990,231,332.8
zhe,1991,99.45,349.5
zhe,1992,200,562.8
zhe,1993,149.6,344.7
zhe,1994,128.72,423.5
zhe,1995,97.65,462.6
