site,year,npp,ppt
xiw,1984,214.95,341
xiw,1985,147.3,362.2
xiw,1986,172.8,413.1
xiw,1987,145.95,343.2
xiw,1988,282.45,189
xiw,1989,163.2,315.6
xiw,1990,228.48,360.9
xiw,1991,232.5,349.8
xiw,1992,170.82,397.2
xiw,1993,228.5,377.5
xiw,1994,195.8,390.6
xiw,1995,193.34,409.1
