site,year,npp,ppt
fhk,1972,701.34,880
fhk,1973,372.23,1212
fhk,1974,446.76,641
fhk,1975,453.79,801
fhk,1976,355.13,599
fhk,1977,353.98,1039
fhk,1978,436,723
fhk,1979,407.58,836
fhk,1980,232.56,673
fhk,1981,748.9,856
fhk,1982,490.7,925
