site,year,npp,ppt
sjer,1935,190,575.31
sjer,1936,158,583.184
sjer,1937,247,815.086
sjer,1938,135,311.15
sjer,1939,180,538.988
sjer,1940,191,719.582
sjer,1941,190,547.116
sjer,1943,224,437.896
sjer,1944,146,350.266
sjer,1945,258,482.346
sjer,1946,168,352.044
sjer,1947,168,348.488
sjer,1948,134,368.3
