site,year,npp,ppt
che,1983,103,346
che,1984,134,313
che,1985,131,365
che,1986,145,210
che,1987,132,258
che,1988,133,267
che,1989,72,198
che,1990,183,296
che,1991,262,367
che,1992,96,205
che,1993,86,267
che,1994,74,217
che,1995,188,357
che,1996,114,264
che,1997,172,375
che,1998,150,183
che,1999,154,314
