year	site	sr	mix.nest	level	spatialCV
1	Germany	1	1	Community	0.1
1	Germany	1	2	Community	17.8
1	Germany	1	3	Community	53.0
1	Germany	1	4	Community	0.6
1	Germany	1	5	Community	23.6
1	Germany	1	6	Community	58.3
1	Germany	1	7	Community	13.8
1	Germany	1	8	Community	26.6
1	Germany	1	9	Community	5.5
1	Germany	1	10	Community	0.1
1	Germany	2	11	Community	37.7
1	Germany	2	12	Community	3.0
1	Germany	2	13	Community	36.1
1	Germany	2	14	Community	40.0
1	Germany	2	15	Community	11.1
1	Germany	2	16	Community	32.0
1	Germany	2	17	Community	42.1
1	Germany	4	18	Community	38.8
1	Germany	4	19	Community	29.0
1	Germany	4	20	Community	13.8
1	Germany	4	21	Community	55.4
1	Germany	4	22	Community	17.4
1	Germany	8	23	Community	52.2
1	Germany	8	24	Community	17.4
1	Germany	8	25	Community	10.2
1	Germany	8	26	Community	51.5
1	Germany	8	27	Community	38.9
1	Germany	16	28	Community	63.4
1	Germany	16	29	Community	30.3
1	Germany	16	30	Community	30.6
1	Portugal	1	31	Community	39.9
1	Portugal	1	32	Community	52.7
1	Portugal	1	33	Community	54.8
1	Portugal	1	34	Community	70.3
1	Portugal	1	35	Community	1.2
1	Portugal	1	36	Community	15.9
1	Portugal	1	37	Community	12.5
1	Portugal	1	38	Community	39.0
1	Portugal	1	39	Community	109.4
1	Portugal	1	40	Community	59.5
1	Portugal	1	41	Community	47.1
1	Portugal	1	42	Community	11.0
1	Portugal	1	43	Community	29.5
1	Portugal	1	44	Community	22.9
1	Portugal	2	45	Community	38.0
1	Portugal	2	46	Community	5.2
1	Portugal	2	47	Community	0.9
1	Portugal	2	48	Community	10.0
1	Portugal	2	49	Community	51.3
1	Portugal	4	50	Community	20.2
1	Portugal	4	51	Community	71.4
1	Portugal	4	52	Community	1.5
1	Portugal	4	53	Community	9.6
1	Portugal	4	54	Community	26.7
1	Portugal	8	55	Community	12.7
1	Portugal	8	56	Community	11.5
1	Portugal	14	57	Community	19.5
1	Switzerland	1	58	Community	23.2
1	Switzerland	1	59	Community	60.7
1	Switzerland	1	60	Community	35.1
1	Switzerland	1	61	Community	1.9
1	Switzerland	1	62	Community	16.5
1	Switzerland	1	63	Community	32.6
1	Switzerland	4	64	Community	1.8
1	Switzerland	4	65	Community	21.4
1	Switzerland	4	66	Community	16.5
1	Switzerland	8	67	Community	7.8
1	Switzerland	4	68	Community	21.9
1	Switzerland	8	69	Community	20.1
1	Switzerland	2	70	Community	35.8
1	Switzerland	2	71	Community	13.3
1	Switzerland	2	72	Community	36.4
1	Switzerland	4	73	Community	11.8
1	Switzerland	4	74	Community	42.3
1	Switzerland	2	75	Community	14.5
1	Switzerland	8	76	Community	4.8
1	Switzerland	32	77	Community	24.4
1	Switzerland	2	78	Community	21.3
1	Switzerland	8	79	Community	24.3
1	Switzerland	2	80	Community	12.8
1	Switzerland	4	81	Community	35.2
1	Switzerland	1	82	Community	8.2
1	Switzerland	2	83	Community	14.9
1	Switzerland	1	84	Community	30.1
1	Switzerland	32	85	Community	36.3
1	Switzerland	1	86	Community	16.9
1	Switzerland	4	87	Community	21.0
1	Switzerland	8	88	Community	74.3
1	Switzerland	1	89	Community	52.7
1	Greece	1	92	Community	79.3
1	Greece	2	102	Community	60.6
1	Greece	4	103	Community	46.0
1	Greece	4	105	Community	141.4
1	Greece	4	106	Community	141.4
1	Greece	8	108	Community	141.4
1	Greece	8	109	Community	81.7
1	Greece	8	110	Community	118.8
1	Greece	18	112	Community	45.7
1	Greece	18	113	Community	81.0
1	Greece	18	114	Community	111.5
1	Greece	18	115	Community	18.7
1	Ireland	1	116	Community	38.7
1	Ireland	1	117	Community	12.9
1	Ireland	1	118	Community	42.8
1	Ireland	1	119	Community	35.1
1	Ireland	1	120	Community	35.6
1	Ireland	1	121	Community	12.9
1	Ireland	1	122	Community	21.4
1	Ireland	1	123	Community	27.0
1	Ireland	1	124	Community	93.3
1	Ireland	1	125	Community	51.8
1	Ireland	2	126	Community	7.8
1	Ireland	2	127	Community	7.1
1	Ireland	2	128	Community	23.1
1	Ireland	2	129	Community	3.5
1	Ireland	2	130	Community	26.0
1	Ireland	2	131	Community	24.5
1	Ireland	2	132	Community	141.4
1	Ireland	2	133	Community	13.3
1	Ireland	3	134	Community	19.1
1	Ireland	3	135	Community	3.7
1	Ireland	4	136	Community	25.1
1	Ireland	4	137	Community	29.4
1	Ireland	4	138	Community	64.4
1	Ireland	4	139	Community	22.6
1	Ireland	4	140	Community	35.7
1	Ireland	4	141	Community	24.5
1	Ireland	4	142	Community	141.4
1	Ireland	4	143	Community	30.0
1	Ireland	4	144	Community	74.3
1	Ireland	8	145	Community	2.6
1	Ireland	8	146	Community	4.7
1	Ireland	8	147	Community	54.4
1	Ireland	8	148	Community	21.6
1	Sweden	1	149	Community	67.9
1	Sweden	1	150	Community	6.4
1	Sweden	1	151	Community	31.9
1	Sweden	1	152	Community	141.4
1	Sweden	1	153	Community	141.4
1	Sweden	1	154	Community	36.8
1	Sweden	1	155	Community	23.4
1	Sweden	1	157	Community	65.7
1	Sweden	1	158	Community	64.6
1	Sweden	1	159	Community	141.4
1	Sweden	2	161	Community	103.8
1	Sweden	2	162	Community	19.1
1	Sweden	2	163	Community	62.5
1	Sweden	2	165	Community	119.0
1	Sweden	4	167	Community	39.4
1	Sweden	4	168	Community	141.4
1	Sweden	4	169	Community	22.8
1	Sweden	4	170	Community	6.3
1	Sweden	4	171	Community	54.7
1	Sweden	8	173	Community	19.8
1	Sweden	8	174	Community	7.0
1	Sweden	8	175	Community	16.6
1	Sweden	12	176	Community	44.9
1	Sheffield	1	177	Community	0.8
1	Sheffield	1	178	Community	0.0
1	Sheffield	1	179	Community	4.1
1	Sheffield	1	180	Community	21.6
1	Sheffield	1	181	Community	9.3
1	Sheffield	1	182	Community	24.2
1	Sheffield	1	183	Community	13.4
1	Sheffield	1	184	Community	1.2
1	Sheffield	1	185	Community	0.0
1	Sheffield	1	186	Community	27.4
1	Sheffield	1	187	Community	47.1
1	Sheffield	1	188	Community	53.0
1	Sheffield	2	189	Community	11.3
1	Sheffield	2	190	Community	5.9
1	Sheffield	2	191	Community	0.7
1	Sheffield	2	192	Community	12.3
1	Sheffield	2	193	Community	3.2
1	Sheffield	4	194	Community	8.6
1	Sheffield	4	195	Community	3.3
1	Sheffield	4	196	Community	0.7
1	Sheffield	4	197	Community	5.0
1	Sheffield	8	198	Community	18.1
1	Sheffield	8	199	Community	3.6
1	Sheffield	8	200	Community	11.5
1	Sheffield	8	201	Community	10.4
1	Sheffield	12	202	Community	6.5
1	Silwood	1	203	Community	19.6
1	Silwood	1	204	Community	40.2
1	Silwood	1	205	Community	17.7
1	Silwood	1	206	Community	53.2
1	Silwood	1	207	Community	1.4
1	Silwood	2	208	Community	42.4
1	Silwood	1	209	Community	14.1
1	Silwood	1	210	Community	103.3
1	Silwood	1	211	Community	39.5
1	Silwood	1	212	Community	15.6
1	Silwood	1	213	Community	6.1
1	Silwood	1	214	Community	45.2
1	Silwood	2	215	Community	12.0
1	Silwood	2	216	Community	3.6
1	Silwood	2	217	Community	3.9
1	Silwood	2	218	Community	5.5
1	Silwood	2	219	Community	2.1
1	Silwood	4	220	Community	32.4
1	Silwood	4	221	Community	7.2
1	Silwood	4	222	Community	34.8
1	Silwood	4	223	Community	32.6
1	Silwood	4	224	Community	23.3
1	Silwood	4	225	Community	3.0
1	Silwood	8	226	Community	63.0
1	Silwood	8	227	Community	13.7
1	Silwood	8	228	Community	25.6
1	Silwood	8	229	Community	12.2
1	Silwood	8	230	Community	30.0
1	Silwood	11	231	Community	43.0
1	Silwood	11	232	Community	61.6
1	Silwood	11	233	Community	36.4
1	Silwood	11	234	Community	5.1
1	Silwood	11	235	Community	9.3
2	Germany	1	1	Community	32.4
2	Germany	1	2	Community	0.6
2	Germany	1	3	Community	16.5
2	Germany	1	4	Community	19.9
2	Germany	1	5	Community	23.6
2	Germany	1	6	Community	31.6
2	Germany	1	7	Community	10.2
2	Germany	1	8	Community	8.0
2	Germany	1	9	Community	16.5
2	Germany	1	10	Community	18.7
2	Germany	2	11	Community	19.6
2	Germany	2	12	Community	5.8
2	Germany	2	13	Community	14.0
2	Germany	2	14	Community	2.9
2	Germany	2	15	Community	12.0
2	Germany	2	16	Community	29.8
2	Germany	2	17	Community	7.3
2	Germany	4	18	Community	6.9
2	Germany	4	19	Community	18.5
2	Germany	4	20	Community	6.7
2	Germany	4	21	Community	21.3
2	Germany	4	22	Community	17.2
2	Germany	8	23	Community	5.5
2	Germany	8	24	Community	27.9
2	Germany	8	25	Community	12.9
2	Germany	8	26	Community	22.7
2	Germany	8	27	Community	6.4
2	Germany	16	28	Community	39.4
2	Germany	16	29	Community	3.4
2	Germany	16	30	Community	14.2
2	Portugal	1	31	Community	29.2
2	Portugal	1	32	Community	19.2
2	Portugal	1	33	Community	5.5
2	Portugal	1	34	Community	131.7
2	Portugal	1	35	Community	4.9
2	Portugal	1	36	Community	23.1
2	Portugal	1	37	Community	26.7
2	Portugal	1	38	Community	1.6
2	Portugal	1	39	Community	109.2
2	Portugal	1	40	Community	9.1
2	Portugal	1	41	Community	56.2
2	Portugal	1	42	Community	141.4
2	Portugal	1	44	Community	21.4
2	Portugal	2	45	Community	30.7
2	Portugal	2	46	Community	21.8
2	Portugal	2	47	Community	14.3
2	Portugal	2	48	Community	19.7
2	Portugal	2	49	Community	11.6
2	Portugal	4	50	Community	12.3
2	Portugal	4	51	Community	28.2
2	Portugal	4	52	Community	21.6
2	Portugal	4	53	Community	45.4
2	Portugal	4	54	Community	74.4
2	Portugal	8	55	Community	71.7
2	Portugal	8	56	Community	4.3
2	Portugal	14	57	Community	48.5
2	Switzerland	1	58	Community	19.2
2	Switzerland	1	59	Community	7.5
2	Switzerland	1	60	Community	0.9
2	Switzerland	1	61	Community	16.0
2	Switzerland	1	62	Community	17.5
2	Switzerland	1	63	Community	28.0
2	Switzerland	4	64	Community	0.8
2	Switzerland	4	65	Community	22.4
2	Switzerland	4	66	Community	13.3
2	Switzerland	8	67	Community	9.6
2	Switzerland	4	68	Community	21.2
2	Switzerland	8	69	Community	21.2
2	Switzerland	2	70	Community	51.5
2	Switzerland	2	71	Community	1.1
2	Switzerland	2	72	Community	42.0
2	Switzerland	4	73	Community	3.8
2	Switzerland	4	74	Community	21.1
2	Switzerland	2	75	Community	5.3
2	Switzerland	8	76	Community	10.1
2	Switzerland	32	77	Community	7.2
2	Switzerland	2	78	Community	40.1
2	Switzerland	8	79	Community	3.5
2	Switzerland	2	80	Community	35.4
2	Switzerland	4	81	Community	18.4
2	Switzerland	1	82	Community	6.9
2	Switzerland	2	83	Community	4.8
2	Switzerland	1	84	Community	37.7
2	Switzerland	32	85	Community	24.7
2	Switzerland	1	86	Community	51.3
2	Switzerland	4	87	Community	19.7
2	Switzerland	8	88	Community	40.7
2	Switzerland	1	89	Community	60.1
2	Greece	1	90	Community	1.4
2	Greece	1	91	Community	34.4
2	Greece	1	92	Community	18.0
2	Greece	1	93	Community	14.9
2	Greece	1	94	Community	21.5
2	Greece	1	95	Community	3.8
2	Greece	1	96	Community	73.4
2	Greece	2	97	Community	39.8
2	Greece	2	98	Community	47.2
2	Greece	2	99	Community	4.4
2	Greece	2	100	Community	35.0
2	Greece	2	101	Community	53.4
2	Greece	2	102	Community	74.4
2	Greece	4	103	Community	33.5
2	Greece	4	104	Community	2.8
2	Greece	4	105	Community	112.5
2	Greece	4	106	Community	20.2
2	Greece	4	107	Community	50.0
2	Greece	8	108	Community	24.7
2	Greece	8	109	Community	37.9
2	Greece	8	110	Community	10.8
2	Greece	8	111	Community	51.3
2	Greece	18	112	Community	19.7
2	Greece	18	113	Community	32.2
2	Greece	18	114	Community	43.2
2	Greece	18	115	Community	13.1
2	Ireland	1	116	Community	29.2
2	Ireland	1	118	Community	137.7
2	Ireland	1	119	Community	5.3
2	Ireland	1	120	Community	64.0
2	Ireland	1	121	Community	36.7
2	Ireland	1	122	Community	72.5
2	Ireland	1	123	Community	29.3
2	Ireland	1	124	Community	74.0
2	Ireland	1	125	Community	5.3
2	Ireland	2	126	Community	22.1
2	Ireland	2	127	Community	23.9
2	Ireland	2	128	Community	14.5
2	Ireland	2	129	Community	6.5
2	Ireland	2	130	Community	0.5
2	Ireland	2	131	Community	14.1
2	Ireland	2	132	Community	21.1
2	Ireland	2	133	Community	26.6
2	Ireland	3	134	Community	22.1
2	Ireland	3	135	Community	8.8
2	Ireland	4	136	Community	9.2
2	Ireland	4	137	Community	22.3
2	Ireland	4	139	Community	13.3
2	Ireland	4	140	Community	37.1
2	Ireland	4	141	Community	14.5
2	Ireland	4	142	Community	33.1
2	Ireland	4	143	Community	13.4
2	Ireland	4	144	Community	25.6
2	Ireland	8	145	Community	18.6
2	Ireland	8	146	Community	58.3
2	Ireland	8	147	Community	24.9
2	Ireland	8	148	Community	22.8
2	Sweden	1	149	Community	20.9
2	Sweden	1	150	Community	4.0
2	Sweden	1	151	Community	45.0
2	Sweden	1	152	Community	69.0
2	Sweden	1	153	Community	135.3
2	Sweden	1	154	Community	72.1
2	Sweden	1	155	Community	53.0
2	Sweden	1	156	Community	38.3
2	Sweden	1	157	Community	58.6
2	Sweden	1	158	Community	51.5
2	Sweden	1	159	Community	128.5
2	Sweden	1	160	Community	22.3
2	Sweden	2	161	Community	33.2
2	Sweden	2	162	Community	10.2
2	Sweden	2	163	Community	76.1
2	Sweden	2	164	Community	125.4
2	Sweden	2	165	Community	92.7
2	Sweden	2	166	Community	0.4
2	Sweden	4	167	Community	112.6
2	Sweden	4	168	Community	73.9
2	Sweden	4	169	Community	50.6
2	Sweden	4	170	Community	14.1
2	Sweden	4	171	Community	47.8
2	Sweden	4	172	Community	16.4
2	Sweden	8	173	Community	123.2
2	Sweden	8	174	Community	36.3
2	Sweden	8	175	Community	61.4
2	Sweden	12	176	Community	114.3
2	Sheffield	1	177	Community	6.6
2	Sheffield	1	178	Community	26.6
2	Sheffield	1	179	Community	5.3
2	Sheffield	1	180	Community	2.8
2	Sheffield	1	181	Community	7.5
2	Sheffield	1	182	Community	8.1
2	Sheffield	1	183	Community	9.5
2	Sheffield	1	184	Community	8.7
2	Sheffield	1	185	Community	9.1
2	Sheffield	1	186	Community	16.7
2	Sheffield	1	187	Community	8.3
2	Sheffield	1	188	Community	6.8
2	Sheffield	2	189	Community	3.9
2	Sheffield	2	190	Community	2.5
2	Sheffield	2	191	Community	4.9
2	Sheffield	2	192	Community	6.8
2	Sheffield	2	193	Community	2.0
2	Sheffield	4	194	Community	2.9
2	Sheffield	4	195	Community	1.4
2	Sheffield	4	196	Community	1.9
2	Sheffield	4	197	Community	3.4
2	Sheffield	8	198	Community	1.1
2	Sheffield	8	199	Community	7.1
2	Sheffield	8	200	Community	2.5
2	Sheffield	8	201	Community	1.4
2	Sheffield	12	202	Community	7.1
2	Silwood	1	203	Community	7.5
2	Silwood	1	204	Community	9.0
2	Silwood	1	205	Community	48.6
2	Silwood	1	206	Community	0.9
2	Silwood	1	207	Community	22.9
2	Silwood	2	208	Community	2.3
2	Silwood	1	209	Community	10.2
2	Silwood	1	210	Community	5.3
2	Silwood	1	211	Community	42.7
2	Silwood	1	212	Community	12.7
2	Silwood	1	213	Community	141.0
2	Silwood	1	214	Community	11.8
2	Silwood	2	215	Community	22.1
2	Silwood	2	216	Community	23.2
2	Silwood	2	217	Community	41.8
2	Silwood	2	218	Community	25.8
2	Silwood	2	219	Community	41.3
2	Silwood	4	220	Community	1.4
2	Silwood	4	221	Community	2.6
2	Silwood	4	222	Community	31.3
2	Silwood	4	223	Community	15.6
2	Silwood	4	224	Community	23.8
2	Silwood	4	225	Community	36.0
2	Silwood	8	226	Community	12.2
2	Silwood	8	227	Community	44.0
2	Silwood	8	228	Community	6.4
2	Silwood	8	229	Community	43.3
2	Silwood	8	230	Community	44.0
2	Silwood	11	231	Community	7.6
2	Silwood	11	232	Community	65.4
2	Silwood	11	233	Community	20.9
2	Silwood	11	234	Community	18.7
2	Silwood	11	235	Community	13.9
3	Germany	1	1	Community	0.5
3	Germany	1	2	Community	17.6
3	Germany	1	3	Community	28.3
3	Germany	1	4	Community	8.0
3	Germany	1	5	Community	15.4
3	Germany	1	6	Community	13.6
3	Germany	1	7	Community	14.9
3	Germany	1	8	Community	22.5
3	Germany	1	9	Community	31.0
3	Germany	1	10	Community	26.0
3	Germany	2	11	Community	7.2
3	Germany	2	12	Community	14.3
3	Germany	2	13	Community	29.8
3	Germany	2	14	Community	32.9
3	Germany	2	15	Community	20.6
3	Germany	2	16	Community	1.8
3	Germany	2	17	Community	39.4
3	Germany	4	18	Community	0.7
3	Germany	4	19	Community	10.0
3	Germany	4	20	Community	29.4
3	Germany	4	21	Community	2.9
3	Germany	4	22	Community	13.6
3	Germany	8	23	Community	11.5
3	Germany	8	24	Community	3.0
3	Germany	8	25	Community	3.5
3	Germany	8	26	Community	23.1
3	Germany	8	27	Community	2.2
3	Germany	16	28	Community	10.8
3	Germany	16	29	Community	18.2
3	Germany	16	30	Community	21.0
3	Portugal	1	31	Community	25.3
3	Portugal	1	32	Community	28.1
3	Portugal	1	33	Community	29.2
3	Portugal	1	35	Community	129.4
3	Portugal	1	36	Community	16.1
3	Portugal	1	38	Community	2.9
3	Portugal	1	41	Community	13.1
3	Portugal	1	42	Community	133.3
3	Portugal	1	44	Community	63.0
3	Portugal	2	45	Community	36.1
3	Portugal	2	47	Community	41.3
3	Portugal	2	48	Community	44.5
3	Portugal	4	50	Community	141.4
3	Portugal	4	51	Community	103.0
3	Portugal	4	52	Community	108.9
3	Portugal	4	53	Community	34.1
3	Portugal	4	54	Community	27.1
3	Portugal	8	55	Community	82.1
3	Portugal	8	56	Community	13.9
3	Portugal	14	57	Community	51.5
3	Switzerland	1	58	Community	12.1
3	Switzerland	1	59	Community	64.9
3	Switzerland	1	62	Community	12.5
3	Switzerland	1	63	Community	36.8
3	Switzerland	4	64	Community	13.5
3	Switzerland	4	65	Community	13.0
3	Switzerland	4	66	Community	15.7
3	Switzerland	8	67	Community	26.1
3	Switzerland	4	68	Community	1.0
3	Switzerland	8	69	Community	28.4
3	Switzerland	2	70	Community	34.0
3	Switzerland	2	71	Community	19.6
3	Switzerland	2	72	Community	16.7
3	Switzerland	4	73	Community	46.2
3	Switzerland	4	74	Community	29.4
3	Switzerland	2	75	Community	51.3
3	Switzerland	8	76	Community	47.3
3	Switzerland	32	77	Community	28.8
3	Switzerland	2	78	Community	10.9
3	Switzerland	8	79	Community	13.3
3	Switzerland	2	80	Community	32.4
3	Switzerland	4	81	Community	1.0
3	Switzerland	1	82	Community	42.7
3	Switzerland	2	83	Community	3.0
3	Switzerland	1	84	Community	92.1
3	Switzerland	32	85	Community	7.9
3	Switzerland	1	86	Community	18.6
3	Switzerland	4	87	Community	52.6
3	Switzerland	8	88	Community	68.6
3	Switzerland	1	89	Community	39.0
3	Greece	1	90	Community	0.0
3	Greece	1	91	Community	0.4
3	Greece	1	92	Community	6.5
3	Greece	1	93	Community	1.9
3	Greece	1	94	Community	0.4
3	Greece	1	95	Community	34.5
3	Greece	1	96	Community	18.3
3	Greece	2	97	Community	68.8
3	Greece	2	98	Community	17.7
3	Greece	2	99	Community	11.6
3	Greece	2	100	Community	74.6
3	Greece	2	101	Community	64.7
3	Greece	2	102	Community	33.8
3	Greece	4	103	Community	20.7
3	Greece	4	104	Community	2.5
3	Greece	4	105	Community	96.9
3	Greece	4	106	Community	19.0
3	Greece	4	107	Community	20.9
3	Greece	8	108	Community	12.1
3	Greece	8	109	Community	41.0
3	Greece	8	110	Community	59.3
3	Greece	8	111	Community	17.9
3	Greece	18	112	Community	23.6
3	Greece	18	113	Community	58.9
3	Greece	18	114	Community	71.9
3	Greece	18	115	Community	71.5
3	Ireland	1	116	Community	6.1
3	Ireland	1	117	Community	11.6
3	Ireland	1	118	Community	1.0
3	Ireland	1	119	Community	27.1
3	Ireland	1	120	Community	54.6
3	Ireland	1	121	Community	18.2
3	Ireland	1	122	Community	0.2
3	Ireland	1	123	Community	27.4
3	Ireland	1	124	Community	47.5
3	Ireland	1	125	Community	18.1
3	Ireland	2	126	Community	16.6
3	Ireland	2	127	Community	22.2
3	Ireland	2	128	Community	21.0
3	Ireland	2	129	Community	5.0
3	Ireland	2	130	Community	17.6
3	Ireland	2	131	Community	0.9
3	Ireland	2	132	Community	0.5
3	Ireland	2	133	Community	18.3
3	Ireland	3	134	Community	14.1
3	Ireland	3	135	Community	3.7
3	Ireland	4	136	Community	14.4
3	Ireland	4	137	Community	7.5
3	Ireland	4	138	Community	9.1
3	Ireland	4	139	Community	16.4
3	Ireland	4	140	Community	31.9
3	Ireland	4	141	Community	25.8
3	Ireland	4	142	Community	10.5
3	Ireland	4	143	Community	8.1
3	Ireland	4	144	Community	11.2
3	Ireland	8	145	Community	1.4
3	Ireland	8	146	Community	13.3
3	Ireland	8	147	Community	14.6
3	Ireland	8	148	Community	32.2
3	Sweden	1	149	Community	48.7
3	Sweden	1	150	Community	51.1
3	Sweden	1	151	Community	0.3
3	Sweden	1	152	Community	22.4
3	Sweden	1	153	Community	47.4
3	Sweden	1	154	Community	109.1
3	Sweden	1	155	Community	32.4
3	Sweden	1	156	Community	106.7
3	Sweden	1	157	Community	43.7
3	Sweden	1	158	Community	23.6
3	Sweden	1	159	Community	26.4
3	Sweden	1	160	Community	30.7
3	Sweden	2	161	Community	61.0
3	Sweden	2	162	Community	81.1
3	Sweden	2	163	Community	90.6
3	Sweden	2	164	Community	25.0
3	Sweden	2	165	Community	136.9
3	Sweden	2	166	Community	42.5
3	Sweden	4	167	Community	57.4
3	Sweden	4	168	Community	97.4
3	Sweden	4	169	Community	58.0
3	Sweden	4	170	Community	50.4
3	Sweden	4	171	Community	62.0
3	Sweden	4	172	Community	58.3
3	Sweden	8	173	Community	49.0
3	Sweden	8	174	Community	89.7
3	Sweden	8	175	Community	27.6
3	Sweden	12	176	Community	81.8
3	Sheffield	1	177	Community	7.9
3	Sheffield	1	178	Community	11.5
3	Sheffield	1	179	Community	4.5
3	Sheffield	1	180	Community	5.4
3	Sheffield	1	181	Community	2.4
3	Sheffield	1	182	Community	8.8
3	Sheffield	1	183	Community	3.8
3	Sheffield	1	184	Community	7.3
3	Sheffield	1	185	Community	15.3
3	Sheffield	1	186	Community	6.1
3	Sheffield	1	187	Community	3.1
3	Sheffield	1	188	Community	1.7
3	Sheffield	2	189	Community	4.1
3	Sheffield	2	190	Community	3.5
3	Sheffield	2	191	Community	4.4
3	Sheffield	2	192	Community	13.2
3	Sheffield	2	193	Community	5.1
3	Sheffield	4	194	Community	11.5
3	Sheffield	4	195	Community	9.1
3	Sheffield	4	196	Community	4.1
3	Sheffield	4	197	Community	11.4
3	Sheffield	8	198	Community	5.2
3	Sheffield	8	199	Community	6.5
3	Sheffield	8	200	Community	3.4
3	Sheffield	8	201	Community	2.9
3	Sheffield	12	202	Community	8.8
3	Silwood	1	203	Community	20.0
3	Silwood	1	204	Community	2.4
3	Silwood	1	205	Community	0.2
3	Silwood	1	206	Community	96.8
3	Silwood	1	207	Community	28.0
3	Silwood	2	208	Community	56.9
3	Silwood	1	209	Community	1.2
3	Silwood	1	210	Community	66.8
3	Silwood	1	211	Community	72.4
3	Silwood	1	212	Community	20.4
3	Silwood	1	213	Community	26.5
3	Silwood	1	214	Community	12.0
3	Silwood	2	215	Community	28.1
3	Silwood	2	216	Community	54.6
3	Silwood	2	217	Community	21.7
3	Silwood	2	218	Community	18.5
3	Silwood	2	219	Community	58.6
3	Silwood	4	220	Community	8.5
3	Silwood	4	221	Community	0.7
3	Silwood	4	222	Community	77.6
3	Silwood	4	223	Community	14.2
3	Silwood	4	224	Community	39.1
3	Silwood	4	225	Community	11.4
3	Silwood	8	226	Community	7.3
3	Silwood	8	227	Community	2.6
3	Silwood	8	228	Community	8.4
3	Silwood	8	229	Community	39.8
3	Silwood	8	230	Community	30.9
3	Silwood	11	231	Community	23.1
3	Silwood	11	232	Community	78.0
3	Silwood	11	233	Community	24.4
3	Silwood	11	234	Community	16.4
3	Silwood	11	235	Community	16.3
1	Germany	1	1	Group	0.1
1	Germany	1	2	Group	17.8
1	Germany	1	3	Group	53.0
1	Germany	1	4	Group	0.6
1	Germany	1	5	Group	23.6
1	Germany	1	6	Group	58.3
1	Germany	1	7	Group	13.8
1	Germany	1	8	Group	26.6
1	Germany	1	9	Group	5.5
1	Germany	1	10	Group	0.1
1	Germany	2	11	Group	37.7
1	Germany	2	12	Group	3.0
1	Germany	2	13	Group	48.0
1	Germany	2	13	Group	111.2
1	Germany	2	14	Group	40.0
1	Germany	2	15	Group	14.7
1	Germany	2	15	Group	88.9
1	Germany	2	16	Group	6.4
1	Germany	2	16	Group	32.2
1	Germany	2	17	Group	42.1
1	Germany	2	17	Group	0.0
1	Germany	4	18	Group	38.8
1	Germany	4	19	Group	26.3
1	Germany	4	19	Group	51.7
1	Germany	4	20	Group	4.4
1	Germany	4	20	Group	141.4
1	Germany	4	21	Group	3.0
1	Germany	4	21	Group	80.3
1	Germany	4	21	Group	38.7
1	Germany	4	22	Group	128.2
1	Germany	4	22	Group	20.1
1	Germany	8	23	Group	52.2
1	Germany	8	24	Group	5.4
1	Germany	8	24	Group	22.0
1	Germany	8	25	Group	18.8
1	Germany	8	25	Group	32.8
1	Germany	8	26	Group	79.5
1	Germany	8	26	Group	52.8
1	Germany	8	26	Group	34.5
1	Germany	8	27	Group	28.8
1	Germany	8	27	Group	13.6
1	Germany	8	27	Group	43.9
1	Germany	16	28	Group	115.4
1	Germany	16	28	Group	73.4
1	Germany	16	29	Group	77.3
1	Germany	16	29	Group	141.0
1	Germany	16	29	Group	48.1
1	Germany	16	30	Group	132.9
1	Germany	16	30	Group	141.4
1	Germany	16	30	Group	37.1
1	Portugal	1	31	Group	39.9
1	Portugal	1	32	Group	52.7
1	Portugal	1	33	Group	54.8
1	Portugal	1	34	Group	70.3
1	Portugal	1	35	Group	1.2
1	Portugal	1	36	Group	15.9
1	Portugal	1	37	Group	12.5
1	Portugal	1	38	Group	39.0
1	Portugal	1	39	Group	109.4
1	Portugal	1	40	Group	59.5
1	Portugal	1	41	Group	47.1
1	Portugal	1	42	Group	11.0
1	Portugal	1	43	Group	29.5
1	Portugal	1	44	Group	22.9
1	Portugal	2	45	Group	38.0
1	Portugal	2	46	Group	5.2
1	Portugal	2	47	Group	0.9
1	Portugal	2	48	Group	10.6
1	Portugal	2	48	Group	141.4
1	Portugal	2	49	Group	23.5
1	Portugal	2	49	Group	120.4
1	Portugal	4	50	Group	19.0
1	Portugal	4	50	Group	41.7
1	Portugal	4	51	Group	58.9
1	Portugal	4	51	Group	83.8
1	Portugal	4	51	Group	122.5
1	Portugal	4	52	Group	17.9
1	Portugal	4	52	Group	131.9
1	Portugal	4	52	Group	62.8
1	Portugal	4	53	Group	9.8
1	Portugal	4	53	Group	12.9
1	Portugal	4	54	Group	19.6
1	Portugal	4	54	Group	109.9
1	Portugal	4	54	Group	30.5
1	Portugal	8	55	Group	12.6
1	Portugal	8	55	Group	42.9
1	Portugal	8	55	Group	6.1
1	Portugal	8	56	Group	38.4
1	Portugal	8	56	Group	45.0
1	Portugal	14	57	Group	14.5
1	Portugal	14	57	Group	72.4
1	Portugal	14	57	Group	57.2
1	Switzerland	1	58	Group	23.2
1	Switzerland	1	59	Group	60.7
1	Switzerland	1	60	Group	35.1
1	Switzerland	1	61	Group	1.9
1	Switzerland	1	62	Group	16.5
1	Switzerland	1	63	Group	32.6
1	Switzerland	4	64	Group	1.8
1	Switzerland	4	65	Group	8.5
1	Switzerland	4	65	Group	18.9
1	Switzerland	4	65	Group	23.8
1	Switzerland	4	66	Group	16.5
