site	sr	mix.nest	level	tempCV	tempSD	tempMean
Sheffield	1	181	Species	89.8992	248.2716	276.1667
Sheffield	1	182	Community	105.2029	461.3148	438.5000
Sheffield	1	182	Community	95.8613	401.9144	419.2667
Sheffield	1	182	Group	105.2029	461.3148	438.5000
Sheffield	1	182	Group	95.8613	401.9144	419.2667
Sheffield	1	182	Species	105.2029	461.3148	438.5000
Sheffield	1	182	Species	95.8613	401.9144	419.2667
Sheffield	1	183	Community	90.5518	361.0603	398.7333
Sheffield	1	183	Community	97.4027	382.8899	393.1000
Sheffield	1	183	Group	90.5518	361.0603	398.7333
Sheffield	1	183	Group	97.4027	382.8899	393.1000
Sheffield	1	183	Species	90.5518	361.0603	398.7333
Sheffield	1	183	Species	97.4027	382.8899	393.1000
Sheffield	1	184	Community	53.1656	299.0032	562.4000
Sheffield	1	184	Community	48.9354	250.1578	511.2000
Sheffield	1	184	Group	53.1656	299.0032	562.4000
Sheffield	1	184	Group	48.9354	250.1578	511.2000
Sheffield	1	184	Species	53.1656	299.0032	562.4000
Sheffield	1	184	Species	48.9354	250.1578	511.2000
Sheffield	1	185	Community	97.9472	138.3340	141.2333
Sheffield	1	185	Community	100.8956	171.8252	170.3000
Sheffield	1	185	Group	97.9472	138.3340	141.2333
Sheffield	1	185	Group	100.8956	171.8252	170.3000
Sheffield	1	185	Species	97.9472	138.3340	141.2333
Sheffield	1	185	Species	100.8956	171.8252	170.3000
Sheffield	1	186	Community	83.9700	297.3378	354.1000
Sheffield	1	186	Community	79.8372	304.3927	381.2667
Sheffield	1	186	Group	83.9700	297.3378	354.1000
Sheffield	1	186	Group	79.8372	304.3927	381.2667
Sheffield	1	186	Species	83.9700	297.3378	354.1000
Sheffield	1	186	Species	79.8372	304.3927	381.2667
Sheffield	1	187	Community	86.4911	221.3594	255.9333
Sheffield	1	187	Community	86.3807	204.0313	236.2000
Sheffield	1	187	Group	86.4911	221.3594	255.9333
Sheffield	1	187	Group	86.3807	204.0313	236.2000
Sheffield	1	187	Species	86.4911	221.3594	255.9333
Sheffield	1	187	Species	86.3807	204.0313	236.2000
Sheffield	1	188	Community	107.3106	425.9156	396.9000
Sheffield	1	188	Community	104.6166	434.7517	415.5667
Sheffield	1	188	Group	107.3106	425.9156	396.9000
Sheffield	1	188	Group	104.6166	434.7517	415.5667
Sheffield	1	188	Species	107.3106	425.9156	396.9000
Sheffield	1	188	Species	104.6166	434.7517	415.5667
Sheffield	2	189	Community	82.5309	298.4044	361.5667
Sheffield	2	189	Community	81.1550	312.5820	385.1667
Sheffield	2	189	Group	82.5309	298.4044	361.5667
Sheffield	2	189	Group	81.1550	312.5820	385.1667
Sheffield	2	189	Species	70.7485	125.7908	177.8000
Sheffield	2	189	Species	93.9873	172.7173	183.7667
Sheffield	2	189	Species	68.3802	131.6775	192.5667
Sheffield	2	189	Species	94.0788	181.1957	192.6000
Sheffield	2	190	Community	73.5746	259.5221	352.7333
Sheffield	2	190	Community	70.9712	241.9172	340.8667
Sheffield	2	190	Group	65.6162	128.7608	196.2333
Sheffield	2	190	Group	84.2255	131.8129	156.5000
Sheffield	2	190	Group	70.7190	141.6266	200.2667
Sheffield	2	190	Group	77.6336	109.1528	140.6000
Sheffield	2	190	Species	65.6162	128.7608	196.2333
Sheffield	2	190	Species	84.2255	131.8129	156.5000
Sheffield	2	190	Species	70.7190	141.6266	200.2667
Sheffield	2	190	Species	77.6336	109.1528	140.6000
Sheffield	2	191	Community	71.9475	336.8582	468.2000
Sheffield	2	191	Community	75.0053	354.2248	472.2667
Sheffield	2	191	Group	83.9507	45.6132	54.3333
Sheffield	2	191	Group	70.6199	292.2723	413.8667
Sheffield	2	191	Group	76.1715	40.9295	53.7333
Sheffield	2	191	Group	74.9024	313.4913	418.5333
Sheffield	2	191	Species	83.9507	45.6132	54.3333
Sheffield	2	191	Species	70.6199	292.2723	413.8667
Sheffield	2	191	Species	76.1715	40.9295	53.7333
Sheffield	2	191	Species	74.9024	313.4913	418.5333
Sheffield	2	192	Community	60.9829	222.7503	365.2667
Sheffield	2	192	Community	46.6586	164.7516	353.1000
Sheffield	2	192	Group	91.9350	246.4776	268.1000
Sheffield	2	192	Group	34.6785	33.6959	97.1667
Sheffield	2	192	Group	84.4388	200.9644	238.0000
Sheffield	2	192	Group	36.6006	42.1273	115.1000
Sheffield	2	192	Species	91.9350	246.4776	268.1000
Sheffield	2	192	Species	34.6785	33.6959	97.1667
Sheffield	2	192	Species	84.4388	200.9644	238.0000
Sheffield	2	192	Species	36.6006	42.1273	115.1000
Sheffield	2	193	Community	63.0886	300.7222	476.6667
Sheffield	2	193	Community	63.1339	308.7671	489.0667
Sheffield	2	193	Group	88.1711	43.6153	49.4667
Sheffield	2	193	Group	60.9632	260.4346	427.2000
Sheffield	2	193	Group	112.4149	165.9244	147.6000
Sheffield	2	193	Group	68.2320	232.9895	341.4667
Sheffield	2	193	Species	88.1711	43.6153	49.4667
Sheffield	2	193	Species	60.9632	260.4346	427.2000
Sheffield	2	193	Species	112.4149	165.9244	147.6000
Sheffield	2	193	Species	68.2320	232.9895	341.4667
Sheffield	4	194	Community	73.9964	437.0226	590.6000
Sheffield	4	194	Community	71.8672	403.7980	561.8667
Sheffield	4	194	Group	91.4457	78.0642	85.3667
Sheffield	4	194	Group	87.4128	60.4022	69.1000
Sheffield	4	194	Group	71.9202	313.6680	436.1333
Sheffield	4	194	Group	91.4801	70.9885	77.6000
Sheffield	4	194	Group	98.6810	71.2148	72.1667
Sheffield	4	194	Group	74.3326	306.3246	412.1000
Sheffield	4	194	Species	91.4457	78.0642	85.3667
Sheffield	4	194	Species	107.5400	16.4178	15.2667
Sheffield	4	194	Species	81.8330	44.0534	53.8333
Sheffield	4	194	Species	71.9202	313.6680	436.1333
Sheffield	4	194	Species	91.4801	70.9885	77.6000
Sheffield	4	194	Species	133.7210	23.1337	17.3000
Sheffield	4	194	Species	88.5756	48.5985	54.8667
Sheffield	4	194	Species	74.3326	306.3246	412.1000
Sheffield	4	195	Community	73.4360	378.9053	515.9667
Sheffield	4	195	Community	77.2870	426.6243	552.0000
Sheffield	4	195	Group	78.0705	40.8829	52.3667
Sheffield	4	195	Group	81.1455	346.3830	426.8667
Sheffield	4	195	Group	46.6720	17.1442	36.7333
Sheffield	4	195	Group	77.7206	45.5702	58.6333
Sheffield	4	195	Group	84.3867	375.4926	444.9667
Sheffield	4	195	Group	65.5356	31.7192	48.4000
Sheffield	4	195	Species	78.0705	40.8829	52.3667
Sheffield	4	195	Species	82.6810	333.1768	402.9667
Sheffield	4	195	Species	55.2919	13.2148	23.9000
Sheffield	4	195	Species	46.6720	17.1442	36.7333
Sheffield	4	195	Species	77.7206	45.5702	58.6333
Sheffield	4	195	Species	82.2459	334.4940	406.7000
Sheffield	4	195	Species	119.0027	45.5384	38.2667
Sheffield	4	195	Species	65.5356	31.7192	48.4000
Sheffield	4	196	Community	87.0149	282.5084	324.6667
Sheffield	4	196	Community	90.9727	304.4856	334.7000
Sheffield	4	196	Group	90.4886	134.4057	148.5333
Sheffield	4	196	Group	123.6512	143.1056	115.7333
Sheffield	4	196	Group	61.4968	37.1440	60.4000
Sheffield	4	196	Group	98.7805	166.9061	168.9667
Sheffield	4	196	Group	121.5527	140.7175	115.7667
Sheffield	4	196	Group	59.5797	29.7700	49.9667
Sheffield	4	196	Species	90.4886	134.4057	148.5333
Sheffield	4	196	Species	160.4701	94.1425	58.6667
Sheffield	4	196	Species	94.1918	53.7521	57.0667
Sheffield	4	196	Species	61.4968	37.1440	60.4000
Sheffield	4	196	Species	98.7805	166.9061	168.9667
Sheffield	4	196	Species	155.7293	73.8676	47.4333
Sheffield	4	196	Species	102.4811	70.0287	68.3333
Sheffield	4	196	Species	59.5797	29.7700	49.9667
Sheffield	4	197	Community	67.5182	413.4812	612.4000
Sheffield	4	197	Community	70.5978	482.5125	683.4667
Sheffield	4	197	Group	90.5346	49.5828	54.7667
Sheffield	4	197	Group	75.3876	166.8579	221.3333
Sheffield	4	197	Group	59.6699	200.6700	336.3000
Sheffield	4	197	Group	88.3629	67.7449	76.6667
Sheffield	4	197	Group	83.2463	236.3640	283.9333
Sheffield	4	197	Group	57.1555	184.5362	322.8667
Sheffield	4	197	Species	90.5346	49.5828	54.7667
Sheffield	4	197	Species	143.3286	36.5010	25.4667
Sheffield	4	197	Species	69.8439	136.8009	195.8667
Sheffield	4	197	Species	59.6699	200.6700	336.3000
Sheffield	4	197	Species	88.3629	67.7449	76.6667
Sheffield	4	197	Species	120.0828	23.2560	19.3667
Sheffield	4	197	Species	80.8716	213.9593	264.5667
Sheffield	4	197	Species	57.1555	184.5362	322.8667
Sheffield	8	198	Community	71.5679	465.4773	650.4000
Sheffield	8	198	Community	69.1676	472.4374	683.0333
Sheffield	8	198	Group	86.2687	120.0285	139.1333
Sheffield	8	198	Group	109.6726	123.9666	113.0333
Sheffield	8	198	Group	62.9779	250.7989	398.2333
Sheffield	8	198	Group	85.9571	124.2653	144.5667
Sheffield	8	198	Group	114.5617	150.4959	131.3667
Sheffield	8	198	Group	55.1427	224.4861	407.1000
Sheffield	8	198	Species	86.3545	53.0792	61.4667
Sheffield	8	198	Species	86.3046	67.0299	77.6667
Sheffield	8	198	Species	123.3518	23.6835	19.2000
Sheffield	8	198	Species	113.1887	39.5783	34.9667
Sheffield	8	198	Species	93.2042	34.1128	36.6000
Sheffield	8	198	Species	132.3718	29.4748	22.2667
Sheffield	8	198	Species	71.2700	258.2588	362.3667
Sheffield	8	198	Species	22.8630	8.2002	35.8667
Sheffield	8	198	Species	87.5152	58.6643	67.0333
Sheffield	8	198	Species	87.4343	67.7907	77.5333
Sheffield	8	198	Species	118.0711	31.0527	26.3000
Sheffield	8	198	Species	110.6825	41.3215	37.3333
Sheffield	8	198	Species	96.0793	38.4958	40.0667
Sheffield	8	198	Species	154.0223	42.6128	27.6667
Sheffield	8	198	Species	68.8105	246.0664	357.6000
Sheffield	8	198	Species	46.4897	23.0124	49.5000
Sheffield	8	199	Community	70.0552	477.7996	682.0333
Sheffield	8	199	Community	72.6883	501.4527	689.8667
Sheffield	8	199	Group	104.1111	56.1159	53.9000
Sheffield	8	199	Group	80.3606	239.5015	298.0333
Sheffield	8	199	Group	59.0811	195.0269	330.1000
Sheffield	8	199	Group	105.8913	83.1953	78.5667
Sheffield	8	199	Group	80.5958	231.6593	287.4333
Sheffield	8	199	Group	59.8254	193.7545	323.8667
Sheffield	8	199	Species	99.0724	17.0735	17.2333
Sheffield	8	199	Species	106.5468	39.0672	36.6667
Sheffield	8	199	Species	123.1660	25.1669	20.4333
Sheffield	8	199	Species	92.8317	33.6669	36.2667
Sheffield	8	199	Species	79.7351	177.1714	222.2000
Sheffield	8	199	Species	118.8750	22.7447	19.1333
Sheffield	8	199	Species	65.6197	178.8137	272.5000
Sheffield	8	199	Species	28.3146	16.3092	57.6000
Sheffield	8	199	Species	96.7478	21.7038	22.4333
Sheffield	8	199	Species	109.9712	61.7305	56.1333
Sheffield	8	199	Species	141.4055	48.0779	34.0000
Sheffield	8	199	Species	87.3020	29.1298	33.3667
Sheffield	8	199	Species	71.1151	140.3576	197.3667
Sheffield	8	199	Species	139.9280	31.7637	22.7000
Sheffield	8	199	Species	71.5463	185.3048	259.0000
Sheffield	8	199	Species	19.5247	12.6650	64.8667
Sheffield	8	200	Community	69.7677	459.6062	658.7667
Sheffield	8	200	Community	71.5063	448.0344	626.5667
Sheffield	8	200	Group	85.4488	96.6711	113.1333
Sheffield	8	200	Group	80.0814	242.2464	302.5000
Sheffield	8	200	Group	53.8419	130.9077	243.1333
Sheffield	8	200	Group	86.2352	96.1235	111.4667
Sheffield	8	200	Group	80.0088	236.4260	295.5000
Sheffield	8	200	Group	55.2759	121.3858	219.6000
Sheffield	8	200	Species	85.2931	41.0260	48.1000
Sheffield	8	200	Species	85.5812	55.6563	65.0333
Sheffield	8	200	Species	124.7262	17.0459	13.6667
Sheffield	8	200	Species	133.6220	26.5908	19.9000
Sheffield	8	200	Species	77.0677	195.8804	254.1667
Sheffield	8	200	Species	114.1929	16.8625	14.7667
Sheffield	8	200	Species	67.5439	133.5568	197.7333
Sheffield	8	200	Species	12.0301	5.4617	45.4000
Sheffield	8	200	Species	93.3852	46.4435	49.7333
Sheffield	8	200	Species	88.6585	54.7318	61.7333
Sheffield	8	200	Species	127.5395	17.9405	14.0667
Sheffield	8	200	Species	134.3869	35.5677	26.4667
Sheffield	8	200	Species	77.3007	186.8615	241.7333
Sheffield	8	200	Species	136.0754	18.0073	13.2333
Sheffield	8	200	Species	65.1980	109.4891	167.9333
Sheffield	8	200	Species	24.8710	12.8500	51.6667
Sheffield	8	201	Community	71.0627	470.6012	662.2333
Sheffield	8	201	Community	72.3456	468.9923	648.2667
Sheffield	8	201	Group	85.3213	64.1332	75.1667
Sheffield	8	201	Group	80.8399	262.1909	324.3333
Sheffield	8	201	Group	55.2372	145.1266	262.7333
Sheffield	8	201	Group	86.1446	72.9357	84.6667
Sheffield	8	201	Group	76.1021	248.8032	326.9333
Sheffield	8	201	Group	62.2481	147.3205	236.6667
Sheffield	8	201	Species	110.8152	15.1447	13.6667
Sheffield	8	201	Species	86.2377	53.0362	61.5000
Sheffield	8	201	Species	124.0685	34.8219	28.0667
Sheffield	8	201	Species	127.7501	16.0114	12.5333
Sheffield	8	201	Species	115.5356	27.3819	23.7000
Sheffield	8	201	Species	77.1662	200.6577	260.0333
Sheffield	8	201	Species	62.8803	132.9500	211.4333
Sheffield	8	201	Species	31.5759	16.1985	51.3000
Sheffield	8	201	Species	111.5081	20.1458	18.0667
Sheffield	8	201	Species	86.0824	57.3309	66.6000
Sheffield	8	201	Species	134.6058	38.0934	28.3000
Sheffield	8	201	Species	112.7362	11.0857	9.8333
Sheffield	8	201	Species	84.9580	16.0004	18.8333
Sheffield	8	201	Species	74.0220	199.8348	269.9667
Sheffield	8	201	Species	68.8448	137.7814	200.1333
Sheffield	8	201	Species	36.4743	13.3253	36.5333
Sheffield	12	202	Community	80.3273	472.6188	588.3667
Sheffield	12	202	Community	77.2305	454.8618	588.9667
Sheffield	12	202	Community	80.3138	549.3732	684.0333
Sheffield	12	202	Community	77.9070	471.7531	605.5333
Sheffield	12	202	Group	83.3085	120.8251	145.0333
Sheffield	12	202	Group	92.0793	234.0656	254.2000
Sheffield	12	202	Group	65.9111	124.6599	189.1333
Sheffield	12	202	Group	85.7321	131.0272	152.8333
Sheffield	12	202	Group	95.1721	212.2972	223.0667
Sheffield	12	202	Group	62.6313	133.4464	213.0667
Sheffield	12	202	Group	86.8069	144.5913	166.5667
Sheffield	12	202	Group	93.3757	265.0002	283.8000
Sheffield	12	202	Group	62.8236	146.7979	233.6667
Sheffield	12	202	Group	84.9030	144.1653	169.8000
Sheffield	12	202	Group	99.7189	251.7903	252.5000
Sheffield	12	202	Group	52.2070	95.6606	183.2333
Sheffield	12	202	Species	80.1303	23.8521	29.7667
Sheffield	12	202	Species	91.5528	26.3672	28.8000
Sheffield	12	202	Species	81.5833	22.0003	26.9667
Sheffield	12	202	Species	92.6950	55.1535	59.5000
Sheffield	12	202	Species	165.9504	39.3856	23.7333
Sheffield	12	202	Species	142.3136	15.4173	10.8333
Sheffield	12	202	Species	148.4331	36.8114	24.8000
Sheffield	12	202	Species	112.1355	19.6237	17.5000
Sheffield	12	202	Species	79.6036	126.0656	158.3667
Sheffield	12	202	Species	138.3907	26.2481	18.9667
Sheffield	12	202	Species	77.4255	127.9586	165.2667
Sheffield	12	202	Species	45.7075	10.9089	23.8667
Sheffield	12	202	Species	81.9808	26.3705	32.1667
Sheffield	12	202	Species	88.8508	18.0959	20.3667
Sheffield	12	202	Species	85.2221	26.1064	30.6333
Sheffield	12	202	Species	88.5838	61.7134	69.6667
Sheffield	12	202	Species	127.7089	12.4729	9.7667
Sheffield	12	202	Species	112.0831	10.3116	9.2000
Sheffield	12	202	Species	135.0631	20.8447	15.4333
Sheffield	12	202	Species	109.4179	16.2303	14.8333
Sheffield	12	202	Species	88.1247	138.7377	157.4333
Sheffield	12	202	Species	120.5206	19.7654	16.4000
Sheffield	12	202	Species	72.7519	136.1431	187.1333
Sheffield	12	202	Species	36.4968	9.4648	25.9333
Sheffield	12	202	Species	86.2769	34.0506	39.4667
Sheffield	12	202	Species	87.1628	27.5725	31.6333
Sheffield	12	202	Species	91.8883	23.7072	25.8000
Sheffield	12	202	Species	90.9969	63.3945	69.6667
Sheffield	12	202	Species	151.3582	19.4243	12.8333
Sheffield	12	202	Species	145.0303	20.7393	14.3000
Sheffield	12	202	Species	139.3968	24.7662	17.7667
Sheffield	12	202	Species	128.5709	36.3856	28.3000
Sheffield	12	202	Species	81.8107	154.7859	189.2000
Sheffield	12	202	Species	145.5538	31.1485	21.4000
Sheffield	12	202	Species	69.8694	142.0910	203.3667
Sheffield	12	202	Species	26.2952	7.9674	30.3000
Sheffield	12	202	Species	83.1878	25.8714	31.1000
Sheffield	12	202	Species	85.2762	21.4328	25.1333
Sheffield	12	202	Species	85.0765	30.6843	36.0667
Sheffield	12	202	Species	90.4135	70.0705	77.5000
Sheffield	12	202	Species	158.2256	53.1638	33.6000
Sheffield	12	202	Species	117.2706	13.1343	11.2000
Sheffield	12	202	Species	147.0212	39.7447	27.0333
Sheffield	12	202	Species	121.5765	20.7491	17.0667
Sheffield	12	202	Species	83.1639	114.5444	137.7333
Sheffield	12	202	Species	141.8727	36.6977	25.8667
Sheffield	12	202	Species	70.8205	111.0229	156.7667
Sheffield	12	202	Species	63.8710	16.9045	26.4667
Silwood	1	203	Community	3.7556	17.7466	472.5333
Silwood	1	203	Community	27.6158	114.6515	415.1667
Silwood	1	203	Group	3.7556	17.7466	472.5333
Silwood	1	203	Group	27.6158	114.6515	415.1667
Silwood	1	203	Species	3.7556	17.7466	472.5333
Silwood	1	203	Species	27.6158	114.6515	415.1667
Silwood	1	204	Community	25.6717	153.4738	597.8333
Silwood	1	204	Community	48.7926	266.9445	547.1000
Silwood	1	204	Group	25.6717	153.4738	597.8333
Silwood	1	204	Group	48.7926	266.9445	547.1000
Silwood	1	204	Species	25.6717	153.4738	597.8333
Silwood	1	204	Species	48.7926	266.9445	547.1000
Silwood	1	205	Community	21.5803	100.7227	466.7333
Silwood	1	205	Community	54.1802	234.1309	432.1333
Silwood	1	205	Group	21.5803	100.7227	466.7333
Silwood	1	205	Group	54.1802	234.1309	432.1333
Silwood	1	205	Species	21.5803	100.7227	466.7333
Silwood	1	205	Species	54.1802	234.1309	432.1333
Silwood	1	206	Community	59.9718	41.7004	69.5333
Silwood	1	206	Community	92.5175	122.5857	132.5000
Silwood	1	206	Group	59.9718	41.7004	69.5333
Silwood	1	206	Group	92.5175	122.5857	132.5000
Silwood	1	206	Species	59.9718	41.7004	69.5333
Silwood	1	206	Species	92.5175	122.5857	132.5000
Silwood	1	207	Community	38.4932	145.1580	377.1000
Silwood	1	207	Community	24.7474	114.2504	461.6667
Silwood	1	207	Group	38.4932	145.1580	377.1000
Silwood	1	207	Group	24.7474	114.2504	461.6667
Silwood	1	207	Species	38.4932	145.1580	377.1000
Silwood	1	207	Species	24.7474	114.2504	461.6667
Silwood	2	208	Community	28.5632	220.9457	773.5333
Silwood	2	208	Community	49.2378	242.3810	492.2667
Silwood	2	208	Group	136.7607	309.0793	226.0000
Silwood	2	208	Group	27.6865	151.5929	547.5333
Silwood	2	208	Group	65.2418	195.8557	300.2000
Silwood	2	208	Group	59.4459	114.1758	192.0667
Silwood	2	208	Species	136.7607	309.0793	226.0000
Silwood	2	208	Species	27.6865	151.5929	547.5333
Silwood	2	208	Species	65.2418	195.8557	300.2000
Silwood	2	208	Species	59.4459	114.1758	192.0667
Silwood	1	209	Community	25.4521	164.8360	647.6333
Silwood	1	209	Community	22.2231	161.1765	725.2667
Silwood	1	209	Group	25.4521	164.8360	647.6333
Silwood	1	209	Group	22.2231	161.1765	725.2667
Silwood	1	209	Species	25.4521	164.8360	647.6333
Silwood	1	209	Species	22.2231	161.1765	725.2667
Silwood	1	210	Community	30.0095	45.3944	151.2667
Silwood	1	210	Community	62.5875	42.4552	67.8333
Silwood	1	210	Group	30.0095	45.3944	151.2667
Silwood	1	210	Group	62.5875	42.4552	67.8333
Silwood	1	210	Species	30.0095	45.3944	151.2667
Silwood	1	210	Species	62.5875	42.4552	67.8333
Silwood	1	211	Community	64.9193	206.4867	318.0667
Silwood	1	211	Community	63.5773	88.0969	138.5667
Silwood	1	211	Group	64.9193	206.4867	318.0667
Silwood	1	211	Group	63.5773	88.0969	138.5667
Silwood	1	211	Species	64.9193	206.4867	318.0667
Silwood	1	211	Species	63.5773	88.0969	138.5667
Silwood	1	212	Community	37.6878	153.2009	406.5000
Silwood	1	212	Community	46.4290	175.7645	378.5667
Silwood	1	212	Group	37.6878	153.2009	406.5000
Silwood	1	212	Group	46.4290	175.7645	378.5667
Silwood	1	212	Species	37.6878	153.2009	406.5000
Silwood	1	212	Species	46.4290	175.7645	378.5667
Silwood	1	213	Community	82.6100	176.2898	213.4000
Silwood	1	213	Community	154.4055	242.5710	157.1000
Silwood	1	213	Group	82.6100	176.2898	213.4000
Silwood	1	213	Group	154.4055	242.5710	157.1000
Silwood	1	213	Species	82.6100	176.2898	213.4000
Silwood	1	213	Species	154.4055	242.5710	157.1000
Silwood	1	214	Community	37.6154	151.9162	403.8667
Silwood	1	214	Community	28.8200	127.9033	443.8000
Silwood	1	214	Group	37.6154	151.9162	403.8667
Silwood	1	214	Group	28.8200	127.9033	443.8000
Silwood	1	214	Species	37.6154	151.9162	403.8667
Silwood	1	214	Species	28.8200	127.9033	443.8000
Silwood	2	215	Community	19.0386	100.0286	525.4000
Silwood	2	215	Community	28.6448	113.7869	397.2333
Silwood	2	215	Group	19.0386	100.0286	525.4000
Silwood	2	215	Group	28.6448	113.7869	397.2333
Silwood	2	215	Species	69.1000	124.0575	179.5333
Silwood	2	215	Species	62.6708	216.7573	345.8667
Silwood	2	215	Species	139.1059	48.2234	34.6667
Silwood	2	215	Species	43.6656	158.3169	362.5667
Silwood	2	216	Community	44.3586	286.2463	645.3000
Silwood	2	216	Community	8.5014	34.5043	405.8667
Silwood	2	216	Group	44.3586	286.2463	645.3000
Silwood	2	216	Group	8.5014	34.5043	405.8667
Silwood	2	216	Species	64.0418	374.2817	584.4333
Silwood	2	216	Species	172.0669	104.7314	60.8667
Silwood	2	216	Species	8.2654	33.3731	403.7667
Silwood	2	216	Species	107.6443	2.2605	2.1000
Silwood	2	217	Community	24.5658	168.8571	687.3667
Silwood	2	217	Community	41.6761	416.8580	1000.2333
Silwood	2	217	Group	40.8890	201.6782	493.2333
Silwood	2	217	Group	18.4471	35.8119	194.1333
Silwood	2	217	Group	49.1615	399.1911	812.0000
Silwood	2	217	Group	29.6127	55.7410	188.2333
Silwood	2	217	Species	40.8890	201.6782	493.2333
Silwood	2	217	Species	18.4471	35.8119	194.1333
Silwood	2	217	Species	49.1615	399.1911	812.0000
Silwood	2	217	Species	29.6127	55.7410	188.2333
Silwood	2	218	Community	32.0949	163.1383	508.3000
Silwood	2	218	Community	15.8627	64.8730	408.9667
Silwood	2	218	Group	32.0373	162.1195	506.0333
Silwood	2	218	Group	85.5852	1.9399	2.2667
Silwood	2	218	Group	11.0295	43.3274	392.8333
Silwood	2	218	Group	163.0911	26.3120	16.1333
Silwood	2	218	Species	32.0373	162.1195	506.0333
Silwood	2	218	Species	85.5852	1.9399	2.2667
Silwood	2	218	Species	11.0295	43.3274	392.8333
Silwood	2	218	Species	163.0911	26.3120	16.1333
Silwood	2	219	Community	54.3742	297.9165	547.9000
Silwood	2	219	Community	46.1035	153.6629	333.3000
Silwood	2	219	Group	50.3604	260.2122	516.7000
Silwood	2	219	Group	121.0703	37.7739	31.2000
Silwood	2	219	Group	62.9818	189.7640	301.3000
Silwood	2	219	Group	126.9616	40.6277	32.0000
Silwood	2	219	Species	50.3604	260.2122	516.7000
Silwood	2	219	Species	121.0703	37.7739	31.2000
Silwood	2	219	Species	62.9818	189.7640	301.3000
Silwood	2	219	Species	126.9616	40.6277	32.0000
Silwood	4	220	Community	36.3717	183.9076	505.6333
Silwood	4	220	Community	10.3720	56.6966	546.6333
Silwood	4	220	Group	36.3717	183.9076	505.6333
Silwood	4	220	Group	10.3720	56.6966	546.6333
Silwood	4	220	Species	47.5552	4.5177	9.5000
Silwood	4	220	Species	57.7853	241.7736	418.4000
Silwood	4	220	Species	43.5570	3.5572	8.1667
Silwood	4	220	Species	83.3170	57.9609	69.5667
Silwood	4	220	Species	105.4846	3.5162	3.3333
Silwood	4	220	Species	19.2299	96.5339	502.0000
Silwood	4	220	Species	149.9134	3.7978	2.5333
Silwood	4	220	Species	119.0531	46.1529	38.7667
Silwood	4	221	Community	25.2300	65.8336	260.9333
Silwood	4	221	Community	21.8245	59.4501	272.4000
Silwood	4	221	Group	25.2300	65.8336	260.9333
Silwood	4	221	Group	21.8245	59.4501	272.4000
Silwood	4	221	Species	98.7460	57.6019	58.3333
Silwood	4	221	Species	131.6662	68.9053	52.3333
Silwood	4	221	Species	73.6682	26.1768	35.5333
Silwood	4	221	Species	35.8863	41.1736	114.7333
Silwood	4	221	Species	151.8714	115.8779	76.3000
Silwood	4	221	Species	86.8688	58.0573	66.8333
Silwood	4	221	Species	92.0436	57.3125	62.2667
Silwood	4	221	Species	34.2296	22.9338	67.0000
Silwood	4	222	Community	22.6757	125.0791	551.6000
Silwood	4	222	Community	34.1332	92.6376	271.4000
Silwood	4	222	Group	44.3511	155.4062	350.4000
Silwood	4	222	Group	15.5409	31.2684	201.2000
Silwood	4	222	Group	61.1286	54.8934	89.8000
Silwood	4	222	Group	55.8553	101.4332	181.6000
Silwood	4	222	Species	65.0531	25.3490	38.9667
Silwood	4	222	Species	41.7609	130.0573	311.4333
Silwood	4	222	Species	15.9395	31.7302	199.0667
Silwood	4	222	Species	55.9235	1.1930	2.1333
Silwood	4	222	Species	57.1600	4.6490	8.1333
Silwood	4	222	Species	72.2013	58.9644	81.6667
Silwood	4	222	Species	66.3805	95.7871	144.3000
Silwood	4	222	Species	25.4098	9.4779	37.3000
Silwood	4	223	Community	31.0895	150.0691	482.7000
Silwood	4	223	Community	5.1777	24.4562	472.3333
Silwood	4	223	Group	30.4940	129.8842	425.9333
Silwood	4	223	Group	36.0083	20.4407	56.7667
Silwood	4	223	Group	3.7156	16.9308	455.6667
Silwood	4	223	Group	71.6600	11.9433	16.6667
Silwood	4	223	Species	27.9447	108.8075	389.3667
Silwood	4	223	Species	57.7082	21.1020	36.5667
Silwood	4	223	Species	37.6964	20.9215	55.5000
Silwood	4	223	Species	63.8124	0.8083	1.2667
Silwood	4	223	Species	0.6884	3.0806	447.5000
Silwood	4	223	Species	170.0337	13.8861	8.1667
Silwood	4	223	Species	83.3437	11.0014	13.2000
Silwood	4	223	Species	78.4877	2.7209	3.4667
Silwood	4	224	Community	34.1358	223.6125	655.0667
Silwood	4	224	Community	17.1645	104.8348	610.7667
Silwood	4	224	Group	134.7142	25.5508	18.9667
Silwood	4	224	Group	44.1490	263.5990	597.0667
Silwood	4	224	Group	44.3413	17.3079	39.0333
Silwood	4	224	Group	94.3052	196.0605	207.9000
Silwood	4	224	Group	35.8898	127.1577	354.3000
Silwood	4	224	Group	75.5357	36.6852	48.5667
Silwood	4	224	Species	134.7142	25.5508	18.9667
Silwood	4	224	Species	70.4939	67.8151	96.2000
Silwood	4	224	Species	47.6177	238.5010	500.8667
Silwood	4	224	Species	44.3413	17.3079	39.0333
Silwood	4	224	Species	94.3052	196.0605	207.9000
Silwood	4	224	Species	35.1099	76.2587	217.2000
Silwood	4	224	Species	37.6517	51.6204	137.1000
Silwood	4	224	Species	75.5357	36.6852	48.5667
