site	sr	mix.nest	level	tempCV	tempSD	tempMean
Silwood	4	225	Community	22.5723	100.8984	447.0000
Silwood	4	225	Community	48.4180	254.6139	525.8667
Silwood	4	225	Group	30.0834	121.5869	404.1667
Silwood	4	225	Group	19.2269	5.3451	27.8000
Silwood	4	225	Group	141.0456	21.2039	15.0333
Silwood	4	225	Group	48.6575	255.4358	524.9667
Silwood	4	225	Group	141.9727	0.3786	0.2667
Silwood	4	225	Group	173.2051	1.0970	0.6333
Silwood	4	225	Species	30.0834	121.5869	404.1667
Silwood	4	225	Species	24.0632	4.7004	19.5333
Silwood	4	225	Species	68.3905	5.6536	8.2667
Silwood	4	225	Species	141.0456	21.2039	15.0333
Silwood	4	225	Species	48.6575	255.4358	524.9667
Silwood	4	225	Species	141.9727	0.3786	0.2667
Silwood	4	225	Species	173.2051	1.0970	0.6333
Silwood	8	226	Community	46.2863	202.2713	437.0000
Silwood	8	226	Community	9.4171	56.6439	601.5000
Silwood	8	226	Group	46.2863	202.2713	437.0000
Silwood	8	226	Group	9.4171	56.6439	601.5000
Silwood	8	226	Species	41.8335	17.8211	42.6000
Silwood	8	226	Species	158.1417	21.6654	13.7000
Silwood	8	226	Species	42.1426	0.3512	0.8333
Silwood	8	226	Species	50.1565	120.3254	239.9000
Silwood	8	226	Species	77.1332	4.7823	6.2000
Silwood	8	226	Species	111.5007	55.0442	49.3667
Silwood	8	226	Species	53.3055	26.7238	50.1333
Silwood	8	226	Species	90.7697	31.1038	34.2667
Silwood	8	226	Species	25.1703	2.6764	10.6333
Silwood	8	226	Species	160.1490	16.7623	10.4667
Silwood	8	226	Species	81.6400	5.9869	7.3333
Silwood	8	226	Species	28.4103	121.0279	426.0000
Silwood	8	226	Species	104.9365	5.6666	5.4000
Silwood	8	226	Species	112.7431	3.7581	3.3333
Silwood	8	226	Species	53.3152	70.2517	131.7667
Silwood	8	226	Species	141.5206	9.2932	6.5667
Silwood	8	227	Community	47.5775	379.1610	796.9333
Silwood	8	227	Community	26.7735	152.0734	568.0000
Silwood	8	227	Group	44.8064	249.4670	556.7667
Silwood	8	227	Group	85.6288	205.6519	240.1667
Silwood	8	227	Group	9.3256	27.1531	291.1667
Silwood	8	227	Group	46.0316	127.4309	276.8333
Silwood	8	227	Species	124.7030	30.2613	24.2667
Silwood	8	227	Species	45.8841	234.7583	511.6333
Silwood	8	227	Species	83.5037	5.4556	6.5333
Silwood	8	227	Species	78.2899	11.2216	14.3333
Silwood	8	227	Species	115.1051	214.3640	186.2333
Silwood	8	227	Species	123.6371	65.6925	53.1333
Silwood	8	227	Species	162.5000	1.3000	0.8000
Silwood	8	227	Species	116.9595	19.8051	16.9333
Silwood	8	227	Species	15.1895	36.0346	237.2333
Silwood	8	227	Species	72.8349	5.0013	6.8667
Silwood	8	227	Species	78.8262	23.7530	30.1333
Silwood	8	227	Species	76.9097	88.2923	114.8000
Silwood	8	227	Species	173.2051	0.2309	0.1333
Silwood	8	227	Species	67.3213	98.2667	145.9667
Silwood	8	227	Species	73.8944	11.7738	15.9333
Silwood	8	228	Community	25.3872	143.0316	563.4000
Silwood	8	228	Community	12.6395	84.7522	670.5333
Silwood	8	228	Group	25.2662	135.7553	537.3000
Silwood	8	228	Group	40.9424	10.6860	26.1000
Silwood	8	228	Group	11.8869	74.1982	624.2000
Silwood	8	228	Group	51.3906	23.8110	46.3333
Silwood	8	228	Species	124.5027	41.1274	33.0333
Silwood	8	228	Species	23.1300	102.1421	441.6000
Silwood	8	228	Species	75.0130	1.5503	2.0667
Silwood	8	228	Species	72.6753	44.0412	60.6000
Silwood	8	228	Species	85.8017	16.1593	18.8333
Silwood	8	228	Species	132.2876	1.3229	1.0000
Silwood	8	228	Species	152.0691	0.6083	0.4000
Silwood	8	228	Species	164.3568	9.6423	5.8667
Silwood	8	228	Species	69.6960	17.8886	25.6667
Silwood	8	228	Species	27.0034	136.1604	504.2333
Silwood	8	228	Species	133.0162	9.8875	7.4333
Silwood	8	228	Species	79.2816	68.8692	86.8667
Silwood	8	228	Species	99.1875	32.3351	32.6000
Silwood	8	228	Species	173.2051	1.0970	0.6333
Silwood	8	228	Species	173.2051	4.4456	2.5667
Silwood	8	228	Species	172.3836	18.1577	10.5333
Silwood	8	229	Community	49.2628	337.3513	684.8000
Silwood	8	229	Community	35.5955	145.8821	409.8333
Silwood	8	229	Group	60.3200	176.1345	292.0000
Silwood	8	229	Group	31.2581	103.2144	330.2000
Silwood	8	229	Group	98.8702	61.8927	62.6000
Silwood	8	229	Group	22.3034	46.4952	208.4667
Silwood	8	229	Group	19.3238	22.0614	114.1667
Silwood	8	229	Group	89.3521	77.9150	87.2000
Silwood	8	229	Species	92.6993	7.9412	8.5667
Silwood	8	229	Species	111.9011	55.0553	49.2000
Silwood	8	229	Species	49.1108	115.0339	234.2333
Silwood	8	229	Species	31.4449	103.6214	329.5333
Silwood	8	229	Species	70.8872	0.4726	0.6667
Silwood	8	229	Species	124.7082	67.3008	53.9667
Silwood	8	229	Species	139.5757	12.0500	8.6333
Silwood	8	229	Species	105.5195	47.8707	45.3667
Silwood	8	229	Species	37.9111	47.5152	125.3333
Silwood	8	229	Species	83.1456	31.4013	37.7667
Silwood	8	229	Species	60.9291	18.6443	30.6000
Silwood	8	229	Species	16.3075	12.8503	78.8000
Silwood	8	229	Species	81.0978	3.8657	4.7667
Silwood	8	229	Species	99.2316	80.8407	81.4667
Silwood	8	229	Species	51.0404	2.9263	5.7333
Silwood	8	230	Community	29.0876	282.4602	971.0667
Silwood	8	230	Community	16.0560	92.2684	574.6667
Silwood	8	230	Group	14.0647	95.2882	677.5000
Silwood	8	230	Group	90.6061	252.1266	278.2667
Silwood	8	230	Group	147.3432	22.5435	15.3000
Silwood	8	230	Group	19.3173	81.1971	420.3333
Silwood	8	230	Group	8.2890	11.4057	137.6000
Silwood	8	230	Group	15.0038	2.5106	16.7333
Silwood	8	230	Species	48.1174	260.8604	542.1333
Silwood	8	230	Species	165.7822	156.6642	94.5000
Silwood	8	230	Species	29.2968	11.9726	40.8667
Silwood	8	230	Species	110.9085	256.8272	231.5667
Silwood	8	230	Species	90.8258	42.2340	46.5000
Silwood	8	230	Species	173.2051	0.3464	0.2000
Silwood	8	230	Species	53.3085	1.1372	2.1333
Silwood	8	230	Species	173.2051	22.8053	13.1667
Silwood	8	230	Species	13.0642	49.2871	377.2667
Silwood	8	230	Species	78.6893	12.2231	15.5333
Silwood	8	230	Species	82.2640	22.6500	27.5333
Silwood	8	230	Species	29.9060	29.0786	97.2333
Silwood	8	230	Species	62.7426	23.6540	37.7000
Silwood	8	230	Species	130.4080	3.4775	2.6667
Silwood	8	230	Species	23.8944	3.5921	15.0333
Silwood	8	230	Species	168.1365	2.8583	1.7000
Silwood	11	231	Community	20.7353	108.7706	524.5667
Silwood	11	231	Community	22.0618	81.2537	368.3000
Silwood	11	231	Group	20.7353	108.7706	524.5667
Silwood	11	231	Group	22.0618	81.2537	368.3000
Silwood	11	231	Species	51.4086	26.2527	51.0667
Silwood	11	231	Species	157.9483	3.5275	2.2333
Silwood	11	231	Species	173.2051	0.9238	0.5333
Silwood	11	231	Species	4.9975	12.2340	244.8000
Silwood	11	231	Species	60.5570	3.1086	5.1333
Silwood	11	231	Species	92.1036	144.5720	156.9667
Silwood	11	231	Species	56.4960	3.9171	6.9333
Silwood	11	231	Species	118.4284	47.6477	40.2333
Silwood	11	231	Species	107.8548	0.2517	0.2333
Silwood	11	231	Species	18.0960	2.9738	16.4333
Silwood	11	231	Species	92.0151	17.2988	18.8000
Silwood	11	231	Species	51.9117	0.7095	1.3667
Silwood	11	231	Species	145.8791	4.4736	3.0667
Silwood	11	231	Species	40.3276	106.0214	262.9000
Silwood	11	231	Species	162.7159	2.6577	1.6333
Silwood	11	231	Species	111.9172	10.8933	9.7333
Silwood	11	231	Species	116.9336	1.6371	1.4000
Silwood	11	231	Species	70.9438	36.1104	50.9000
Silwood	11	231	Species	61.7097	10.3467	16.7667
Silwood	11	231	Species	173.2051	3.0022	1.7333
Silwood	11	232	Community	38.7612	103.0530	265.8667
Silwood	11	232	Community	32.6734	246.6626	754.9333
Silwood	11	232	Group	35.6023	44.4910	124.9667
Silwood	11	232	Group	51.2020	72.1437	140.9000
Silwood	11	232	Group	26.9399	127.4255	473.0000
Silwood	11	232	Group	125.1161	352.7439	281.9333
Silwood	11	232	Species	77.1169	15.6033	20.2333
Silwood	11	232	Species	51.0516	29.2866	57.3667
Silwood	11	232	Species	88.5246	5.4000	6.1000
Silwood	11	232	Species	38.1010	15.7230	41.2667
Silwood	11	232	Species	51.5777	33.1473	64.2667
Silwood	11	232	Species	55.9430	41.9386	74.9667
Silwood	11	232	Species	20.3519	0.2646	1.3000
Silwood	11	232	Species	110.2214	0.4041	0.3667
Silwood	11	232	Species	166.3250	83.1625	50.0000
Silwood	11	232	Species	41.4947	167.0717	402.6333
Silwood	11	232	Species	89.8553	0.8386	0.9333
Silwood	11	232	Species	102.1844	19.8578	19.4333
Silwood	11	232	Species	138.4932	352.6038	254.6000
Silwood	11	232	Species	114.9752	19.8907	17.3000
Silwood	11	232	Species	123.4174	1.1930	0.9667
Silwood	11	232	Species	51.4062	4.6608	9.0667
Silwood	11	233	Community	36.7438	203.3525	553.4333
Silwood	11	233	Community	8.1811	41.2791	504.5667
Silwood	11	233	Group	42.7044	210.8315	493.7000
Silwood	11	233	Group	57.2051	34.1705	59.7333
Silwood	11	233	Group	10.9360	48.4940	443.4333
Silwood	11	233	Group	44.4702	27.1861	61.1333
Silwood	11	233	Species	69.1914	38.7011	55.9333
Silwood	11	233	Species	51.0417	195.1665	382.3667
Silwood	11	233	Species	67.4260	18.0926	26.8333
Silwood	11	233	Species	124.6725	35.6148	28.5667
Silwood	11	233	Species	92.0971	35.1811	38.2000
Silwood	11	233	Species	171.3527	15.9929	9.3333
Silwood	11	233	Species	173.2051	4.3301	2.5000
Silwood	11	233	Species	94.4911	5.2915	5.6000
Silwood	11	233	Species	89.2143	1.4572	1.6333
Silwood	11	233	Species	173.2051	3.7528	2.1667
Silwood	11	233	Species	173.2051	0.5196	0.3000
Silwood	11	233	Species	57.8729	11.0151	19.0333
Silwood	11	233	Species	21.7145	59.6063	274.5000
Silwood	11	233	Species	45.7735	6.2405	13.6333
Silwood	11	233	Species	88.4923	120.5855	136.2667
Silwood	11	233	Species	91.7989	37.3621	40.7000
Silwood	11	233	Species	173.2051	5.3116	3.0667
Silwood	11	233	Species	86.6025	0.2309	0.2667
Silwood	11	233	Species	170.3580	5.1675	3.0333
Silwood	11	233	Species	94.2975	12.3844	13.1333
Silwood	11	233	Species	173.2051	1.6166	0.9333
Silwood	11	234	Community	35.6125	207.4072	582.4000
Silwood	11	234	Community	28.2221	167.7332	594.3333
Silwood	11	234	Group	58.2240	222.1247	381.5000
Silwood	11	234	Group	30.0142	55.4963	184.9000
Silwood	11	234	Group	103.7594	16.6015	16.0000
Silwood	11	234	Group	69.5173	233.4621	335.8333
Silwood	11	234	Group	88.8882	211.1985	237.6000
Silwood	11	234	Group	72.1902	15.0877	20.9000
Silwood	11	234	Species	125.4641	9.4516	7.5333
Silwood	11	234	Species	57.4962	179.7141	312.5667
Silwood	11	234	Species	117.8012	20.0655	17.0333
Silwood	11	234	Species	37.1076	16.4634	44.3667
Silwood	11	234	Species	50.9232	48.7166	95.6667
Silwood	11	234	Species	22.7458	20.0769	88.2667
Silwood	11	234	Species	164.3276	1.5885	0.9667
Silwood	11	234	Species	106.1529	16.8075	15.8333
Silwood	11	234	Species	173.2051	0.2887	0.1667
Silwood	11	234	Species	99.6370	4.5501	4.5667
Silwood	11	234	Species	86.9368	253.7105	291.8333
Silwood	11	234	Species	69.4204	2.7074	3.9000
Silwood	11	234	Species	82.0251	29.1462	35.5333
Silwood	11	234	Species	97.0718	151.0760	155.6333
Silwood	11	234	Species	146.2543	2.7301	1.8667
Silwood	11	234	Species	86.2831	67.5309	78.2667
Silwood	11	234	Species	50.6813	0.9292	1.8333
Silwood	11	234	Species	99.4365	17.5671	17.6667
Silwood	11	234	Species	165.2349	5.3426	3.2333
Silwood	11	235	Community	33.2039	142.6327	429.5667
Silwood	11	235	Community	28.5344	115.5169	404.8333
Silwood	11	235	Group	72.9448	195.6865	268.2667
Silwood	11	235	Group	42.9972	55.6957	129.5333
Silwood	11	235	Group	81.5103	25.8931	31.7667
Silwood	11	235	Group	55.3610	126.6106	228.7000
Silwood	11	235	Group	12.1193	10.2246	84.3667
Silwood	11	235	Group	87.2409	80.0581	91.7667
Silwood	11	235	Species	156.0141	98.4969	63.1333
Silwood	11	235	Species	18.4703	6.1506	33.3000
Silwood	11	235	Species	122.3957	55.8125	45.6000
Silwood	11	235	Species	95.7377	120.8529	126.2333
Silwood	11	235	Species	169.8422	87.2423	51.3667
Silwood	11	235	Species	51.1940	40.0167	78.1667
Silwood	11	235	Species	37.5483	0.5132	1.3667
Silwood	11	235	Species	83.5403	25.3963	30.4000
Silwood	11	235	Species	163.6207	118.1887	72.2333
Silwood	11	235	Species	104.2933	78.5329	75.3000
Silwood	11	235	Species	127.2722	12.3030	9.6667
Silwood	11	235	Species	90.9662	65.0408	71.5000
Silwood	11	235	Species	173.2051	39.8372	23.0000
Silwood	11	235	Species	69.6087	41.1619	59.1333
Silwood	11	235	Species	173.2051	3.8682	2.2333
Silwood	11	235	Species	149.5486	10.1195	6.7667
Silwood	11	235	Species	103.9814	88.3842	85.0000
